,title,date,type,CVE,lien,description,CVSS,EPSS,version,product,editeur,CWE,base_severity
CERTFR-2023-AVI-0706,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-42896,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0706/,"There are use-after-free vulnerabilities in the Linux kernel's net/bluetooth/l2cap_core.c's l2cap_connect and l2cap_le_connect_req functions which may allow code execution and leaking kernel memory (respectively) remotely via Bluetooth. A remote attacker could execute code leaking kernel memory via Bluetooth if within proximity of the victim.

We recommend upgrading past commit   https://www.google.com/url  https://github.com/torvalds/linux/commit/711f8c3fb3db61897080468586b970c87c61d9e4 https://www.google.com/url 

",8,0.001170000,['3.0.0'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2023-AVI-0726,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-28466,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0726/,"do_tls_getsockopt in net/tls/tls_main.c in the Linux kernel through 6.2.6 lacks a lock_sock call, leading to a race condition (with a resultant use-after-free or NULL pointer dereference).",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0757,Multiples vulnérabilités dans IBM Spectrum Copy Data Management,,Avis,CVE-2023-1281,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0757/,"Use After Free vulnerability in Linux kernel traffic control index filter (tcindex) allows Privilege Escalation. The imperfect hash area can be updated while packets are traversing, which will cause a use-after-free when 'tcf_exts_exec()' is called with the destroyed tcf_ext. A local attacker user can use this vulnerability to elevate its privileges to root.
This issue affects Linux Kernel: from 4.14 before git commit ee059170b1f7e94e55fa6cadee544e176a6e59c2.

",7.8,0.000420000,['4.14'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2023-AVI-0760,Multiples vulnérabilités dans NetApp HCI Baseboard Management Controller,,Avis,CVE-2022-4744,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0760/,A double-free flaw was found in the Linux kernel’s TUN/TAP device driver functionality in how a user registers the device when the register_netdevice function fails (NETDEV_REGISTER notifier). This flaw allows a local user to crash or potentially escalate their privileges on the system.,,0.000420000,['Linux kernel 5.16-rc7'],Kernel,n/a,CWE-460,LOW
CERTFR-2023-AVI-0762,Multiples vulnérabilités dans les produits ElasticSearch,,Avis,CVE-2022-1471,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0762/,"SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization. Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.
",8.3,0.938490000,['0'],SnakeYAML,SnakeYAML,CWE-20,HIGH
CERTFR-2023-AVI-0769,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2023-24329,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0769/,An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisting methods by supplying a URL that starts with blank characters.,,0.010500000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0771,Multiples vulnérabilités dans les produits Qnap,,Avis,CVE-2022-37436,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0771/,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",,0.000830000,['0'],Apache HTTP Server,Apache Software Foundation,CWE-113,LOW
CERTFR-2023-AVI-0775,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-28466,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0775/,"do_tls_getsockopt in net/tls/tls_main.c in the Linux kernel through 6.2.6 lacks a lock_sock call, leading to a race condition (with a resultant use-after-free or NULL pointer dereference).",,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0791,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-46364,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0791/,A SSRF vulnerability in parsing the href attribute of XOP:Include in MTOM requests in versions of Apache CXF before 3.5.5 and 3.4.10 allows an attacker to perform SSRF style attacks on webservices that take at least one parameter of any type. ,,0.040710000,"['0', '0']",Apache CXF,Apache Software Foundation,CWE-918,LOW
CERTFR-2023-AVI-0798,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2023-24998,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0798/,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",,0.016020000,"['11.0.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-770,LOW
CERTFR-2023-AVI-0801,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2023-0215,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0801/,"The public API function BIO_new_NDEF is a helper function used for streaming
ASN.1 data via a BIO. It is primarily used internally to OpenSSL to support the
SMIME, CMS and PKCS7 streaming capabilities, but may also be called directly by
end user applications.

The function receives a BIO from the caller, prepends a new BIO_f_asn1 filter
BIO onto the front of it to form a BIO chain, and then returns the new head of
the BIO chain to the caller. Under certain conditions, for example if a CMS
recipient public key is invalid, the new filter BIO is freed and the function
returns a NULL result indicating a failure. However, in this case, the BIO chain
is not properly cleaned up and the BIO passed by the caller still retains
internal pointers to the previously freed filter BIO. If the caller then goes on
to call BIO_pop() on the BIO then a use-after-free will occur. This will most
likely result in a crash.



This scenario occurs directly in the internal function B64_write_ASN1() which
may cause BIO_new_NDEF() to be called and will subsequently call BIO_pop() on
the BIO. This internal function is in turn called by the public API functions
PEM_write_bio_ASN1_stream, PEM_write_bio_CMS_stream, PEM_write_bio_PKCS7_stream,
SMIME_write_ASN1, SMIME_write_CMS and SMIME_write_PKCS7.

Other public API functions that may be impacted by this include
i2d_ASN1_bio_stream, BIO_new_CMS, BIO_new_PKCS7, i2d_CMS_bio_stream and
i2d_PKCS7_bio_stream.

The OpenSSL cms and smime command line applications are similarly affected.



",,0.003460000,"['3.0.0', '1.1.1', '1.0.2']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0820,Multiples vulnérabilités dans les produits ElasticSearch,,Avis,CVE-2022-1471,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0820/,"SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization. Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.
",8.3,0.938490000,['0'],SnakeYAML,SnakeYAML,CWE-20,HIGH
CERTFR-2023-AVI-0836,Multiples vulnérabilités dans les produits Juniper,,Avis,CVE-2022-2097,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0836/,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p).",,0.006550000,"['Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4)', 'Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p)']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0839,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-3564,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0839/,A vulnerability classified as critical was found in Linux Kernel. Affected by this vulnerability is the function l2cap_reassemble_sdu of the file net/bluetooth/l2cap_core.c of the component Bluetooth. The manipulation leads to use after free. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-211087.,5.5,0.000450000,['n/a'],Kernel,Linux,CWE-119,MEDIUM
CERTFR-2023-AVI-0840,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2022-42896,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0840/,"There are use-after-free vulnerabilities in the Linux kernel's net/bluetooth/l2cap_core.c's l2cap_connect and l2cap_le_connect_req functions which may allow code execution and leaking kernel memory (respectively) remotely via Bluetooth. A remote attacker could execute code leaking kernel memory via Bluetooth if within proximity of the victim.

We recommend upgrading past commit   https://www.google.com/url  https://github.com/torvalds/linux/commit/711f8c3fb3db61897080468586b970c87c61d9e4 https://www.google.com/url 

",8,0.001170000,['3.0.0'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2023-AVI-0841,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-0394,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0841/,A NULL pointer dereference flaw was found in rawv6_push_pending_frames in net/ipv6/raw.c in the network subcomponent in the Linux kernel. This flaw causes the system to crash.,,0.000210000,['Linux kernel prior to Kernel 6.2 RC4'],Kernel,n/a,CWE-476,LOW
CERTFR-2023-AVI-0860,Multiples vulnérabilités dans Oracle  Database Server,,Avis,CVE-2022-23491,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0860/,"Certifi is a curated collection of Root Certificates for validating the trustworthiness of SSL certificates while verifying the identity of TLS hosts. Certifi 2022.12.07 removes root certificates from ""TrustCor"" from the root store. These are in the process of being removed from Mozilla's trust store. TrustCor's root certificates are being removed pursuant to an investigation prompted by media reporting that TrustCor's ownership also operated a business that produced spyware. Conclusions of Mozilla's investigation can be found in the linked google group discussion.",6.8,0.000380000,['< 2022.12.07'],python-certifi,certifi,CWE-345,MEDIUM
CERTFR-2023-AVI-0861,Multiples vulnérabilités dans Oracle WebLogic,,Avis,CVE-2022-23491,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0861/,"Certifi is a curated collection of Root Certificates for validating the trustworthiness of SSL certificates while verifying the identity of TLS hosts. Certifi 2022.12.07 removes root certificates from ""TrustCor"" from the root store. These are in the process of being removed from Mozilla's trust store. TrustCor's root certificates are being removed pursuant to an investigation prompted by media reporting that TrustCor's ownership also operated a business that produced spyware. Conclusions of Mozilla's investigation can be found in the linked google group discussion.",6.8,0.000380000,['< 2022.12.07'],python-certifi,certifi,CWE-345,MEDIUM
CERTFR-2023-AVI-0863,Multiples vulnérabilités dans Oracle MySQL,,Avis,CVE-2022-42898,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0863/,"PAC parsing in MIT Kerberos 5 (aka krb5) before 1.19.4 and 1.20.x before 1.20.1 has integer overflows that may lead to remote code execution (in KDC, kadmind, or a GSS or Kerberos application server) on 32-bit platforms (which have a resultant heap-based buffer overflow), and cause a denial of service on other platforms. This occurs in krb5_pac_parse in lib/krb5/krb/pac.c. Heimdal before 7.7.1 has ""a similar bug.""",,0.017150000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0871,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0871/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0873,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-23454,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0873/,cbq_classify in net/sched/sch_cbq.c in the Linux kernel through 6.1.4 allows attackers to cause a denial of service (slab-out-of-bounds read) because of type confusion (non-negative numbers can sometimes indicate a TC_ACT_SHOT condition rather than valid classification results).,,0.000440000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0895,Multiples vulnérabilités dans le noyau Linux de Ubuntu,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0895/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0911,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0911/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0912,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-1281,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0912/,"Use After Free vulnerability in Linux kernel traffic control index filter (tcindex) allows Privilege Escalation. The imperfect hash area can be updated while packets are traversing, which will cause a use-after-free when 'tcf_exts_exec()' is called with the destroyed tcf_ext. A local attacker user can use this vulnerability to elevate its privileges to root.
This issue affects Linux Kernel: from 4.14 before git commit ee059170b1f7e94e55fa6cadee544e176a6e59c2.

",7.8,0.000420000,['4.14'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2023-AVI-0926,Multiples vulnérabilités dans IBM,,Avis,CVE-2022-36879,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0926/,An issue was discovered in the Linux kernel through 5.18.14. xfrm_expand_policies in net/xfrm/xfrm_policy.c can cause a refcount to be dropped twice.,,0.000450000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0927,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2023-1652,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0927/,A use-after-free flaw was found in nfsd4_ssc_setup_dul in fs/nfsd/nfs4proc.c in the NFS filesystem in the Linux Kernel. This issue could allow a local attacker to crash the system or it may lead to a kernel information leak problem.,,0.000190000,['Kernel 6.2 RC5'],Linux Kernel,n/a,CWE-416,LOW
CERTFR-2023-AVI-0935,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2022-4450,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0935/,"The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and
decodes the ""name"" (e.g. ""CERTIFICATE""), any header data and the payload data.
If the function succeeds then the ""name_out"", ""header"" and ""data"" arguments are
populated with pointers to buffers containing the relevant decoded data. The
caller is responsible for freeing those buffers. It is possible to construct a
PEM file that results in 0 bytes of payload data. In this case PEM_read_bio_ex()
will return a failure code but will populate the header argument with a pointer
to a buffer that has already been freed. If the caller also frees this buffer
then a double free will occur. This will most likely lead to a crash. This
could be exploited by an attacker who has the ability to supply malicious PEM
files for parsing to achieve a denial of service attack.

The functions PEM_read_bio() and PEM_read() are simple wrappers around
PEM_read_bio_ex() and therefore these functions are also directly affected.

These functions are also called indirectly by a number of other OpenSSL
functions including PEM_X509_INFO_read_bio_ex() and
SSL_CTX_use_serverinfo_file() which are also vulnerable. Some OpenSSL internal
uses of these functions are not vulnerable because the caller does not free the
header argument if PEM_read_bio_ex() returns a failure code. These locations
include the PEM_read_bio_TYPE() functions as well as the decoders introduced in
OpenSSL 3.0.

The OpenSSL asn1parse command line application is also impacted by this issue.


",,0.001290000,"['3.0.0', '1.1.1']",OpenSSL,OpenSSL,Non disponible,LOW
CERTFR-2023-AVI-0956,Multiples vulnérabilités dans les produits Splunk,,Avis,CVE-2023-24329,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0956/,An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisting methods by supplying a URL that starts with blank characters.,,0.010500000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0957,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2023-1382,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0957/,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",,0.000090000,['Linux Kernel prior to Kernel 6.1 RC7'],Kernel,n/a,CWE-476,LOW
CERTFR-2023-AVI-0958,Multiples vulnérabilités dans IBM,,Avis,CVE-2023-24329,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0958/,An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisting methods by supplying a URL that starts with blank characters.,,0.010500000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-0960,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2023-0597,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0960/,A flaw possibility of memory leak in the Linux kernel cpu_entry_area mapping of X86 CPU data to memory was found in the way user can guess location of exception stack(s) or other important data. A local user could use this flaw to get access to some important data with expected location in memory.,,0.000420000,['Linux kernel 6.2-rc1'],Kernel,n/a,CWE-200,LOW
CERTFR-2023-AVI-0976,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-38751,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0976/,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",6.5,0.002110000,['unspecified'],SnakeYAML,snakeyaml,CWE-121,MEDIUM
CERTFR-2023-AVI-0978,Multiples vulnérabilités dans le noyau Linux de RedHat,,Avis,CVE-2023-0590,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0978/,"A use-after-free flaw was found in qdisc_graft in net/sched/sch_api.c in the Linux Kernel due to a race problem. This flaw leads to a denial of service issue. If patch ebda44da44f6 (""net: sched: fix race condition in qdisc_graft()"") not applied yet, then kernel could be affected.",,0.000120000,['Linux kernel 6.1-rc2'],Kernel,n/a,CWE-416,LOW
CERTFR-2023-AVI-0988,Multiples vulnérabilités dans le noyau Linux d'Ubuntu,,Avis,CVE-2022-3643,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-0988/,"Guests can trigger NIC interface reset/abort/crash via netback It is possible for a guest to trigger a NIC interface reset/abort/crash in a Linux based network backend by sending certain kinds of packets. It appears to be an (unwritten?) assumption in the rest of the Linux network stack that packet protocol headers are all contained within the linear section of the SKB and some NICs behave badly if this is not the case. This has been reported to occur with Cisco (enic) and Broadcom NetXtrem II BCM5780 (bnx2x) though it may be an issue with other NICs/drivers as well. In case the frontend is sending requests with split headers, netback will forward those violating above mentioned assumption to the networking core, resulting in said misbehavior.",,0.000450000,[],Linux,Linux,Non disponible,LOW
CERTFR-2023-AVI-1007,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-3509,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1007/,"A parsing issue similar to CVE-2022-3171, but with textformat in protobuf-java core and lite versions prior to 3.21.7, 3.20.3, 3.19.6 and 3.16.3 can lead to a denial of service attack. Inputs containing multiple instances of non-repeated embedded messages with repeated or unknown fields causes objects to be converted back-n-forth between mutable and immutable forms, resulting in potentially long garbage collection pauses. We recommend updating to the versions mentioned above.",7.5,0.000710000,"['3.21.0', '3.20.0', '3.19.0', '3.16.0']",ProtocolBuffers,Google,Non disponible,HIGH
CERTFR-2023-AVI-1015,Multiples vulnérabilités dans les produits Siemens,,Avis,CVE-2020-15778,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1015/,"scp in OpenSSH through 8.3p1 allows command injection in the scp.c toremote function, as demonstrated by backtick characters in the destination argument. NOTE: the vendor reportedly has stated that they intentionally omit validation of ""anomalous argument transfers"" because that could ""stand a great chance of breaking existing workflows.""",,0.005870000,['n/a'],n/a,n/a,Non disponible,LOW
CERTFR-2023-AVI-1017,Multiples vulnérabilités dans les produits ElasticSearch,,Avis,CVE-2022-1471,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1017/,"SnakeYaml's Constructor() class does not restrict types which can be instantiated during deserialization. Deserializing yaml content provided by an attacker can lead to remote code execution. We recommend using SnakeYaml's SafeConsturctor when parsing untrusted content to restrict deserialization. We recommend upgrading to version 2.0 and beyond.
",8.3,0.938490000,['0'],SnakeYAML,SnakeYAML,CWE-20,HIGH
CERTFR-2023-AVI-1036,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-0461,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1036/,"There is a use-after-free vulnerability in the Linux Kernel which can be exploited to achieve local privilege escalation. To reach the vulnerability kernel configuration flag CONFIG_TLS or CONFIG_XFRM_ESPINTCP has to be configured, but the operation does not require any privilege.

There is a use-after-free bug of icsk_ulp_data of a struct inet_connection_sock.

When CONFIG_TLS is enabled, user can install a tls context (struct tls_context) on a connected tcp socket. The context is not cleared if this socket is disconnected and reused as a listener. If a new socket is created from the listener, the context is inherited and vulnerable.

The setsockopt TCP_ULP operation does not require any privilege.

We recommend upgrading past commit 2c02d41d71f90a5168391b6a5f2954112ba2307c",7.8,0.000420000,['0'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2023-AVI-1038,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2022-38751,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1038/,"Using snakeYAML to parse untrusted YAML files may be vulnerable to Denial of Service attacks (DOS). If the parser is running on user supplied input, an attacker may supply content that causes the parser to crash by stackoverflow.",6.5,0.002110000,['unspecified'],SnakeYAML,snakeyaml,CWE-121,MEDIUM
CERTFR-2023-AVI-1043,Multiples vulnérabilités dans Zimbra Collaboration,,Avis,CVE-2022-21476,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1043/,"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Libraries). Supported versions that are affected are Oracle Java SE: 7u331, 8u321, 11.0.14, 17.0.2, 18; Oracle GraalVM Enterprise Edition: 20.3.5, 21.3.1 and 22.0.0.2. Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized access to critical data or complete access to all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability can also be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. CVSS 3.1 Base Score 7.5 (Confidentiality impacts). CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N).",7.5,0.001360000,"['Oracle Java SE:7u331', 'Oracle Java SE:8u321', 'Oracle Java SE:11.0.14', 'Oracle Java SE:17.0.2', 'Oracle Java SE:18', 'Oracle GraalVM Enterprise Edition:20.3.5', 'Oracle GraalVM Enterprise Edition:21.3.1', 'Oracle GraalVM Enterprise Edition:22.0.0.2']",Java SE JDK and JRE,Oracle Corporation,Non disponible,HIGH
CERTFR-2023-AVI-1054,Multiples vulnérabilités dans le noyau Linux de SUSE,,Avis,CVE-2023-0461,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2023-AVI-1054/,"There is a use-after-free vulnerability in the Linux Kernel which can be exploited to achieve local privilege escalation. To reach the vulnerability kernel configuration flag CONFIG_TLS or CONFIG_XFRM_ESPINTCP has to be configured, but the operation does not require any privilege.

There is a use-after-free bug of icsk_ulp_data of a struct inet_connection_sock.

When CONFIG_TLS is enabled, user can install a tls context (struct tls_context) on a connected tcp socket. The context is not cleared if this socket is disconnected and reused as a listener. If a new socket is created from the listener, the context is inherited and vulnerable.

The setsockopt TCP_ULP operation does not require any privilege.

We recommend upgrading past commit 2c02d41d71f90a5168391b6a5f2954112ba2307c",7.8,0.000420000,['0'],Linux Kernel,Linux,CWE-416,HIGH
CERTFR-2024-AVI-0010,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2023-24998,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0010/,"Apache Commons FileUpload before 1.5 does not limit the number of request parts to be processed resulting in the possibility of an attacker triggering a DoS with a malicious upload or series of uploads.




Note that, like all of the file upload limits, the
          new configuration option (FileUploadBase#setFileCountMax) is not
          enabled by default and must be explicitly configured.


",,0.016020000,"['11.0.0-M1', '10.0.0-M1', '9.0.0-M1', '8.5.0']",Apache Tomcat,Apache Software Foundation,CWE-770,LOW
CERTFR-2024-AVI-0013,Multiples vulnérabilités dans les produits Schneider Electric,,Avis,CVE-2023-1548,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0013/,"
A CWE-269: Improper Privilege Management vulnerability exists that could cause a local user to
perform a denial of service through the console server service that is part of EcoStruxure Control Expert. Affected Products: EcoStruxure Control Expert (V15.1 and above)",5.5,0.000450000,['V15.1 and above'],EcoStruxure Control Expert,Schneider Electric,CWE-269,MEDIUM
CERTFR-2024-AVI-0015,Multiples vulnérabilités dans les produits Splunk,,Avis,CVE-2022-3171,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0015/,"A parsing issue with binary data in protobuf-java core and lite versions prior to 3.21.7, 3.20.3, 3.19.6 and 3.16.3 can lead to a denial of service attack. Inputs containing multiple instances of non-repeated embedded messages with repeated or unknown fields causes objects to be converted back-n-forth between mutable and immutable forms, resulting in potentially long garbage collection pauses. We recommend updating to the versions mentioned above.",4.3,0.001070000,"['3.21.7', '3.20.3', '3.19.6', '3.16.3']",Protocolbuffers,Google LLC,CWE-20,MEDIUM
CERTFR-2024-AVI-0027,Multiples vulnérabilités dans les produits Juniper Networks,,Avis,CVE-2022-43945,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0027/,The Linux kernel NFSD implementation prior to versions 5.19.17 and 6.0.2 are vulnerable to buffer overflow. NFSD tracks the number of pages held by each NFSD thread by combining the receive and send buffers of a remote procedure call (RPC) into a single array of pages. A client can force the send buffer to shrink by sending an RPC message over TCP with garbage data added at the end of the message. The RPC message with garbage data is still correctly formed according to the specification and is passed forward to handlers. Vulnerable code in NFSD is not expecting the oversized request and writes beyond the allocated buffer space. CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,0.001300000,['< 6.0.2'],linux_kernel,linux,CWE-131,LOW
CERTFR-2024-AVI-0031,Multiples vulnérabilités dans les produits IBM,,Avis,CVE-2021-37137,https://www.cert.ssi.gouv.fr/Avis/CERTFR-2024-AVI-0031/,The Snappy frame decoder function doesn't restrict the chunk length which may lead to excessive memory usage. Beside this it also may buffer reserved skippable chunks until the whole chunk was received which may lead to excessive memory usage as well. This vulnerability can be triggered by supplying malicious input that decompresses to a very big size (via a network stream or a file) or by sending a huge skippable chunk.,,0.005430000,['unspecified'],Netty,The Netty project,CWE-400,LOW
